rf_label,Mean Torque_L,Std Torque_L,Max Torque_L,Min Torque_L,RMS Torque_L,Mean Torque_R,Std Torque_R,Max Torque_R,Min Torque_R,RMS Torque_R,Mean Torque_sum,Std Torque_sum,Max Torque_sum,Min Torque_sum,RMS Torque_sum,Mean Torque_diff,Std Torque_diff,Max Torque_diff,Min Torque_diff,RMS Torque_diff,Mean Torque_L_roc,Std Torque_L_roc,Max Torque_L_roc,Min Torque_L_roc,RMS Torque_L_roc,Mean Torque_R_roc,Std Torque_R_roc,Max Torque_R_roc,Min Torque_R_roc,RMS Torque_R_roc
0.0,0.1905169308155729,0.0340026193429184,0.2238997185012037,0.1181031803436361,0.193527463295433,-0.0520035728543671,0.0117597488179624,-0.0282317342698125,-0.0763097024240292,0.0533166323193901,0.1385133579612057,0.0437398935604676,0.1812299277482823,0.0417934779196069,0.1452553910268743,-0.24252050366994,0.0259954099833204,-0.1944128827676653,-0.2752360589026437,0.2439097292863126,0.0028027457421392,0.0036660789635799,0.0067535965578863,-0.0048800204843029,0.0046147067796646,0.0015614543420898,0.0012232899651361,0.0029331724710728,-0.000626378390334,0.0019835770721688
0.0,0.0984724282076212,0.0484067941038172,0.1972920208487978,0.0454385805067009,0.1097271016317959,-0.0566477400213393,0.0269159364439648,-0.0263386362951037,-0.1093244025897163,0.0627170956293482,0.0418246881862818,0.0732465096627175,0.1702028592228117,-0.0636495753292634,0.0843466402392548,-0.1551201682289606,0.0277546306471416,-0.1297125183382979,-0.224381182474784,0.1575835845313219,-0.0049140501412944,0.0027547946003114,0.000236246753752,-0.0090104052772259,0.0056335408120525,-0.0025341458849969,0.0015825159048144,0.0011425726438263,-0.004703847950659,0.0029876833760353
0.0,0.042095041403161,0.0241381430354475,0.0666082180876428,-0.0070916586961923,0.0485246582670456,-0.0992226579120979,0.012065562964188,-0.0818984119165957,-0.1181961541929157,0.0999535574793813,-0.0571276165089369,0.0297057000729225,-0.0208467102285727,-0.125287812889108,0.0643893872063913,-0.1413176993152589,0.0239588585049995,-0.10540426870278,-0.169092259304153,0.14333429122377,-0.0016489526861451,0.0031173204329013,0.0022386487517263,-0.0062429142166147,0.0035265750584,-0.0002772422375999,0.0025960286462133,0.003373788168069,-0.0043274523872973,0.0026107906829674
2.0,0.5527343386015701,0.5348807684489568,1.6871995560821789,-0.0069521240909327,0.7691636272769674,0.229790541327701,0.3967338469321356,1.1371442664938034,-0.1307830026253593,0.4584773038932779,0.782524879929271,0.9305912404600428,2.8243438225759823,-0.1311243564117532,1.2158722155429331,-0.3229437972738691,0.144880318522822,-0.1153373361710797,-0.5500552895883755,0.3539533908482022,0.0529466004618241,0.0342526096794604,0.0996223672866098,0.0001395346052595,0.0630601599293682,0.0392293881464599,0.032711742657906,0.0890721910181502,-0.0040933060690967,0.0510784005433087
2.0,3.3765680114109227,0.9660321341380792,5.082957337583999,1.7876872680787623,3.5120406631858474,2.4637139554986787,0.7190610404541283,3.7025808874123753,1.226534349691342,2.566502529595075,5.840281966909601,1.6849381193239603,8.785538224996374,3.0142216177701044,6.078479243935974,-0.9128540559122442,0.2480267369089986,-0.5611529183874202,-1.3803764501716231,0.9459491474794828,0.1061174306719318,0.0081260755170198,0.1229997196349987,0.0986098996915258,0.1064281081092799,0.0801698944037053,0.0053166361069413,0.0893900831975387,0.0731198369599361,0.0803459929815725
2.0,7.024166028959256,1.0382311600053276,8.661329155623486,5.206436044845104,7.100481134683145,4.948426390255008,0.6115147909833255,5.832338849202593,3.79034333172372,4.986067997868019,11.972592419214264,1.6486916437459938,14.49366800482608,8.996779376568824,12.085576253236116,-2.075739638704248,0.4307718958299272,-1.4160927131213836,-2.828990306420893,2.119966856798697,0.1118241193137339,0.0106914114273693,0.1239254315577387,0.0895196480376974,0.1123340551150963,0.0665549363059442,0.0161263982235862,0.0882741973490697,0.0412131607324299,0.068480802173704
2.0,9.676617277757574,0.4433384827285633,10.241359482635122,8.74882694767374,9.6867678278394,6.432304976098483,0.3243910742207384,6.9549364287286535,5.872380263927363,6.440479553152497,16.108922253856054,0.7644905419825497,17.196295911363777,14.621207211601105,16.127052488584503,-3.24431230165909,0.1382438780688893,-2.8764466837463765,-3.3559368569807715,3.2472563312002376,0.0493759477191136,0.0219791202755102,0.0874977920502537,0.0197107852018145,0.0540468865083456,0.0350811743601894,0.0023925494985386,0.0400414147247705,0.0302768940503561,0.0351626661047334
2.0,10.252289552257112,0.1028234303023977,10.351650251095904,9.995784225129858,10.25280516352181,7.250850298794429,0.1065131003897816,7.345059430774161,6.984942857391511,7.251632581431707,17.50313985105154,0.1220414388224425,17.641175042630493,17.2445633998829,17.503565315622367,-3.001439253462684,0.1701213800724046,-2.7150495753039783,-3.274677685099876,3.006256621811314,-0.0076742267970394,0.0149469043883918,0.0182610598562646,-0.0309281199788848,0.0168018959563534,0.0101811944092883,0.0139226613200668,0.0300064286628574,-0.0109287368265693,0.0172481076594799
2.0,9.441747225848513,0.3020705319523648,9.963563195263516,8.943413783579588,9.446578072672244,7.051269643755591,0.1279644393024849,7.269156790099903,6.880433110903522,7.052430679324335,16.493016869604105,0.429511073889771,17.23271998536342,15.823846894483111,16.498608584472798,-2.390477582092921,0.1753945421215372,-2.0629806726760664,-2.6944064051636127,2.3969034848935498,-0.0328865762984459,0.0016965415892793,-0.0310193654591586,-0.0360261678036053,0.0329303075296551,-0.0125094230913236,0.0040520013912358,-0.0032009774867152,-0.0169775707221386,0.0131493110599878
2.0,8.378131101095962,0.3380240718626712,8.911364933168153,7.766361216446649,8.384947287867112,7.042885508715999,0.1494546037250129,7.319677146027425,6.875137219301319,7.044471092101693,15.42101660981196,0.1920112083574549,15.789268623610925,15.086038362474074,15.422211954976865,-1.3352455923799622,0.4861333143609394,-0.4466840704192236,-2.033461242725383,1.4209878223622003,-0.0367828927229043,0.0046678315473717,-0.0318559383551999,-0.0452988054467997,0.0370778889423242,0.0137263760976219,0.0080256661366107,0.0211577908707001,-0.0025294204607515,0.0159004628143242
